日付タイプ,model,延べ台日,平均差枚,勝率%
末尾:0,L少女☆歌劇 レヴュースタァライト -The SLOT-,62,762.2,46.8
末尾:0,L戦国乙女5 業火を穿つ宿焔の双刃,261,380.6,46.0
末尾:0,スマスロ 甲鉄城のカバネリ 海門決戦,148,179.7,45.9
末尾:0,スマスロ ミリオンゴッド-神々の軌跡-,88,1329.6,45.5
末尾:0,スマスロ スーパーリオエース2,123,513.4,45.5
末尾:0,スマスロ 七つの魔剣が支配する,20,1508.8,45.0
末尾:0,L東京喰種,230,260.7,44.8
末尾:0,L邪神ちゃんドロップキック,18,144.0,44.4
末尾:0,Lパチスロ革命機ヴァルヴレイヴ2,135,139.7,43.0
末尾:0,Lパチスロガールズ＆パンツァー 最終章,70,118.1,42.9
末尾:0,スマスロ化物語,170,531.7,42.9
末尾:0,スマスロモンキーターンV,61,254.0,42.6
末尾:0,スロット ゾンビランドサガ,60,-101.6,41.7
末尾:0,真打 吉宗,76,-58.2,40.8
末尾:0,スマスロ 攻殻機動隊,57,203.6,40.4
末尾:0,戦国コレクション6,60,202.7,40.0
末尾:0,Lパチスロ炎炎ノ消防隊2,122,36.7,39.3
末尾:0,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,23,-259.3,39.1
末尾:0,スロット ソードアート・オンラインⅡ,159,-124.7,39.0
末尾:0,Lアズールレーン THE ANIMATION,80,412.6,38.8
末尾:0,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,430,-19.4,38.4
末尾:0,L戦国乙女４　戦乱に閃く炯眼の軍師,34,77.6,38.2
末尾:0,L虚構推理,64,-12.6,37.5
末尾:0,スマスロヨルムンガンド,8,-506.0,37.5
末尾:0,Lバンドリ！,100,87.8,36.0
末尾:0,スマスロ とある魔術の禁書目録2,51,-530.3,35.3
末尾:0,アニマルスロット ドッチ,20,303.0,35.0
末尾:0,スロット ワールドダイスター,12,-498.7,33.3
末尾:0,スマスロ シャーマンキング,20,1191.4,30.0
末尾:0,スマスロとある科学の超電磁砲2,47,-517.6,29.8
末尾:0,Lパチスロ かぐや様は告らせたい,22,-679.1,27.3
末尾:0,スマスロ バイオハザードRE:3,35,-477.6,25.7
末尾:0,Lタクトオーパス デスティニー,20,-214.1,20.0
末尾:0,スマスロBIRDIE WING-Golf Girls’ Story-,10,-479.6,20.0
末尾:1,スロット ワールドダイスター,8,2354.5,62.5
末尾:1,回胴式遊技機グランベルム,24,935.6,58.3
末尾:1,L東京喰種,276,778.2,52.9
